Employee #,Month,Year,Date,Time-in,Time-out,Number of Hours Attended,Hourly Rate,Rice Subsidy,Phone Allowance,Clothing Allowance
11,December,2022,12/23/2022,8:00,17:00,9,229.02,0,0,0
12,December,2022,12/23/2022,8:00,17:00,9,249.11,0,0,0
13,December,2022,12/23/2022,8:00,17:00,9,377.98,0,0,0
14,December,2022,12/23/2022,8:00,17:00,9,138.39,0,0,0
15,December,2022,12/23/2022,8:00,17:00,9,138.39,0,0,0
16,December,2022,12/23/2022,8:00,17:00,9,142.86,0,0,0
17,December,2022,12/23/2022,8:00,17:00,9,133.93,0,0,0
18,December,2022,12/23/2022,8:00,17:00,9,133.93,0,0,0
19,December,2022,12/23/2022,8:00,17:00,9,142.86,0,0,0
20,December,2022,12/23/2022,8:00,17:00,9,147.32,0,0,0
21,December,2022,12/23/2022,8:00,17:00,9,147.32,0,0,0
22,December,2022,12/23/2022,8:00,17:00,9,142.86,0,0,0
23,December,2022,12/23/2022,8:00,17:00,9,133.93,0,0,0
24,December,2022,12/23/2022,8:00,17:00,9,133.93,0,0,0
25,December,2022,12/23/2022,8:00,17:00,9,133.93,0,0,0
1,December,2022,12/26/2022,8:00,17:00,9,373.04,0,0,0
2,December,2022,12/26/2022,0:00,0:00,0,255.8,0,0,0
3,December,2022,12/26/2022,0:00,0:00,0,255.8,0,0,0
4,December,2022,12/26/2022,0:00,0:00,0,362.05,0,0,0
5,December,2022,12/26/2022,0:00,0:00,0,133.93,0,0,0
6,December,2022,12/26/2022,0:00,0:00,0,133.93,0,0,0
7,December,2022,12/26/2022,8:00,17:00,9,142.86,0,0,0
8,December,2022,12/26/2022,8:00,17:00,9,142.86,0,0,0
9,December,2022,12/26/2022,8:00,17:00,9,133.93,0,0,0
10,December,2022,12/26/2022,8:00,17:00,9,133.93,0,0,0
11,December,2022,12/26/2022,8:00,17:00,9,229.02,0,0,0
12,December,2022,12/26/2022,8:00,17:00,9,249.11,0,0,0
13,December,2022,12/26/2022,10:00,17:00,7,377.98,0,0,0
14,December,2022,12/26/2022,10:00,17:00,7,138.39,0,0,0
15,December,2022,12/26/2022,10:00,17:00,7,138.39,0,0,0
16,December,2022,12/26/2022,10:00,17:00,7,142.86,0,0,0
17,December,2022,12/26/2022,10:00,17:00,7,133.93,0,0,0
18,December,2022,12/26/2022,10:00,17:00,7,133.93,0,0,0
19,December,2022,12/26/2022,10:00,17:00,7,142.86,0,0,0
20,December,2022,12/26/2022,10:00,17:00,7,147.32,0,0,0
21,December,2022,12/26/2022,10:00,17:00,7,147.32,0,0,0
22,December,2022,12/26/2022,10:00,17:00,7,142.86,0,0,0
23,December,2022,12/26/2022,10:00,17:00,7,133.93,0,0,0
24,December,2022,12/26/2022,10:00,17:00,7,133.93,0,0,0
25,December,2022,12/26/2022,10:00,17:00,7,133.93,0,0,0
1,December,2022,12/27/2022,8:00,17:00,9,373.04,0,0,0
2,December,2022,12/27/2022,0:00,0:00,0,255.8,0,0,0
3,December,2022,12/27/2022,0:00,0:00,0,255.8,0,0,0
4,December,2022,12/27/2022,0:00,0:00,0,362.05,0,0,0
5,December,2022,12/27/2022,0:00,0:00,0,133.93,0,0,0
6,December,2022,12/27/2022,0:00,0:00,0,133.93,0,0,0
7,December,2022,12/27/2022,8:00,17:00,9,142.86,0,0,0
8,December,2022,12/27/2022,8:00,17:00,9,142.86,0,0,0
9,December,2022,12/27/2022,8:00,17:00,9,133.93,0,0,0
10,December,2022,12/27/2022,8:00,17:00,9,133.93,0,0,0
11,December,2022,12/27/2022,8:00,17:00,9,229.02,0,0,0
12,December,2022,12/27/2022,8:00,17:00,9,249.11,0,0,0
13,December,2022,12/27/2022,8:00,17:00,9,377.98,0,0,0
14,December,2022,12/27/2022,8:00,17:00,9,138.39,0,0,0
15,December,2022,12/27/2022,8:00,17:00,9,138.39,0,0,0
16,December,2022,12/27/2022,8:00,17:00,9,142.86,0,0,0
17,December,2022,12/27/2022,8:00,17:00,9,133.93,0,0,0
18,December,2022,12/27/2022,8:00,17:00,9,133.93,0,0,0
19,December,2022,12/27/2022,8:00,17:00,9,142.86,0,0,0
20,December,2022,12/27/2022,8:00,17:00,9,147.32,0,0,0
21,December,2022,12/27/2022,8:00,17:00,9,147.32,0,0,0
22,December,2022,12/27/2022,8:00,17:00,9,142.86,0,0,0
23,December,2022,12/27/2022,8:00,17:00,9,133.93,0,0,0
24,December,2022,12/27/2022,8:00,17:00,9,133.93,0,0,0
25,December,2022,12/27/2022,8:00,17:00,9,133.93,0,0,0
1,December,2022,12/28/2022,8:00,17:00,9,373.04,0,0,0
2,December,2022,12/28/2022,0:00,0:00,0,255.8,0,0,0
3,December,2022,12/28/2022,0:00,0:00,0,255.8,0,0,0
4,December,2022,12/28/2022,0:00,0:00,0,362.05,0,0,0
5,December,2022,12/28/2022,0:00,0:00,0,133.93,0,0,0
6,December,2022,12/28/2022,0:00,0:00,0,133.93,0,0,0
7,December,2022,12/28/2022,8:27,17:00,8.55,142.86,0,0,0
8,December,2022,12/28/2022,8:01,17:00,8.98,142.86,0,0,0
9,December,2022,12/28/2022,8:05,17:00,8.92,133.93,0,0,0
10,December,2022,12/28/2022,8:00,17:00,9,133.93,0,0,0
11,December,2022,12/28/2022,8:00,17:00,9,229.02,0,0,0
12,December,2022,12/28/2022,8:00,17:00,9,249.11,0,0,0
13,December,2022,12/28/2022,8:00,17:00,9,377.98,0,0,0
14,December,2022,12/28/2022,8:00,17:00,9,138.39,0,0,0
15,December,2022,12/28/2022,8:00,17:00,9,138.39,0,0,0
16,December,2022,12/28/2022,8:28,17:00,8.53,142.86,0,0,0
17,December,2022,12/28/2022,8:00,17:00,9,133.93,0,0,0
18,December,2022,12/28/2022,8:00,17:00,9,133.93,0,0,0
19,December,2022,12/28/2022,8:00,17:00,9,142.86,0,0,0
20,December,2022,12/28/2022,8:00,17:00,9,147.32,0,0,0
21,December,2022,12/28/2022,8:11,17:00,8.82,147.32,0,0,0
22,December,2022,12/28/2022,8:00,17:00,9,142.86,0,0,0
23,December,2022,12/28/2022,8:00,17:00,9,133.93,0,0,0
24,December,2022,12/28/2022,8:21,17:00,8.65,133.93,0,0,0
25,December,2022,12/28/2022,8:00,17:00,9,133.93,0,0,0
1,December,2022,12/29/2022,8:00,17:00,9,373.04,0,0,0
2,December,2022,12/29/2022,0:00,0:00,0,255.8,0,0,0
3,December,2022,12/29/2022,0:00,0:00,0,255.8,0,0,0
4,December,2022,12/29/2022,0:00,0:00,0,362.05,0,0,0
5,December,2022,12/29/2022,0:00,0:00,0,133.93,0,0,0
6,December,2022,12/29/2022,0:00,0:00,0,133.93,0,0,0
7,December,2022,12/29/2022,8:00,17:00,9,142.86,0,0,0
8,December,2022,12/29/2022,8:00,17:00,9,142.86,0,0,0
9,December,2022,12/29/2022,8:00,17:00,9,133.93,0,0,0
10,December,2022,12/29/2022,8:00,17:00,9,133.93,0,0,0
11,December,2022,12/29/2022,8:00,17:00,9,229.02,0,0,0
12,December,2022,12/29/2022,8:00,17:00,9,249.11,0,0,0
13,December,2022,12/29/2022,8:00,17:00,9,377.98,0,0,0
14,December,2022,12/29/2022,8:00,17:00,9,138.39,0,0,0
15,December,2022,12/29/2022,8:00,17:00,9,138.39,0,0,0
16,December,2022,12/29/2022,8:00,17:00,9,142.86,0,0,0
17,December,2022,12/29/2022,8:00,17:00,9,133.93,0,0,0
18,December,2022,12/29/2022,8:00,17:00,9,133.93,0,0,0
19,December,2022,12/29/2022,8:00,17:00,9,142.86,0,0,0
20,December,2022,12/29/2022,8:00,17:00,9,147.32,0,0,0
21,December,2022,12/29/2022,8:00,17:00,9,147.32,0,0,0
22,December,2022,12/29/2022,8:00,17:00,9,142.86,0,0,0
23,December,2022,12/29/2022,8:00,17:00,9,133.93,0,0,0
24,December,2022,12/29/2022,8:00,17:00,9,133.93,0,0,0
25,December,2022,12/29/2022,8:00,17:00,9,133.93,0,0,0
1,December,2022,12/30/2022,0:00,0:00,0,373.04,0,0,0
2,December,2022,12/30/2022,0:00,0:00,0,255.8,0,0,0
3,December,2022,12/30/2022,0:00,0:00,0,255.8,0,0,0
4,December,2022,12/30/2022,0:00,0:00,0,362.05,0,0,0
5,December,2022,12/30/2022,0:00,0:00,0,133.93,0,0,0
6,December,2022,12/30/2022,0:00,0:00,0,133.93,0,0,0
7,December,2022,12/30/2022,0:00,0:00,0,142.86,0,0,0
8,December,2022,12/30/2022,0:00,0:00,0,142.86,0,0,0
9,December,2022,12/30/2022,0:00,0:00,0,133.93,0,0,0
10,December,2022,12/30/2022,0:00,0:00,0,133.93,0,0,0
11,December,2022,12/30/2022,0:00,0:00,0,229.02,0,0,0
12,December,2022,12/30/2022,0:00,0:00,0,249.11,0,0,0
13,December,2022,12/30/2022,0:00,0:00,0,377.98,0,0,0
14,December,2022,12/30/2022,0:00,0:00,0,138.39,0,0,0
15,December,2022,12/30/2022,0:00,0:00,0,138.39,0,0,0
16,December,2022,12/30/2022,0:00,0:00,0,142.86,0,0,0
17,December,2022,12/30/2022,0:00,0:00,0,133.93,0,0,0
18,December,2022,12/30/2022,0:00,0:00,0,133.93,0,0,0
19,December,2022,12/30/2022,0:00,0:00,0,142.86,0,0,0
20,December,2022,12/30/2022,0:00,0:00,0,147.32,0,0,0
21,December,2022,12/30/2022,0:00,0:00,0,147.32,0,0,0
22,December,2022,12/30/2022,0:00,0:00,0,142.86,0,0,0
23,December,2022,12/30/2022,0:00,0:00,0,133.93,0,0,0
24,December,2022,12/30/2022,0:00,0:00,0,133.93,0,0,0
25,December,2022,12/30/2022,0:00,0:00,0,133.93,0,0,0
